Movie Name,Scraped Name,Budget,Director,Writer,Actor,Rating,OtherInfo,Date,DirectorsRating,WritersRating,TotalFollowers,Revenue
Wanted,Wanted,75000000,['Timur Bekmambetov'],"['Michael Brandt', 'Derek Haas', 'Chris Morgan']","['Angelina Jolie', 'James McAvoy', 'Morgan Freeman']",6.7,"2008
R
1h 50m",2008,5.666666667,6.111111111,13.20411998,"$342,416,460 "
Hairspray,Hairspray,75000000,['Adam Shankman'],"['Leslie Dixon', 'John Waters', 'Mark O Donnell']","['John Travolta', 'Queen Latifah', 'Nikki Blonsky']",6.7,"2007
PG
1h 57m",2007,6.333333333,6.333333333,17.82736927,"$202,822,861 "
Anna and the King,Anna and the King,75000000,['Andy Tennant'],"['Anna Leonowens', 'Steve Meerson', 'Peter Krikes']","['Jodie Foster', 'Chow Yun-Fat', 'Bai Ling']",6.7,"1999
PG-13
2h 28m",1999,6.333333333,5.833333333,13.09773945,"$39,251,128 "
Ransom,Ransom,70000000,['Ron Howard'],"['Cyril Hume', 'Richard Maibaum', 'Richard Price']","['Mel Gibson', 'Gary Sinise', 'Rene Russo']",6.7,"1996
R
2h 1m",1996,8,6.444444444,3.922569769,"$308,700,000 "
The Brave One,The Brave One,70000000,['Neil Jordan'],"['Roderick Taylor', 'Bruce A. Taylor', 'Cynthia Mort']","['Jodie Foster', 'Terrence Howard', 'Naveen Andrews']",6.7,"2007
R
2h 2m",2007,7,5.833333333,14.79868862,"$69,792,704 "
The Finest Hours,The Finest Hours,70000000,['Craig Gillespie'],"['Scott Silver', 'Paul Tamasy', 'Eric Johnson']","['Chris Pine', 'Casey Affleck', 'Ben Foster']",6.7,"2016
PG-13
1h 57m",2016,7,6.611111111,15.46121631,"$49,252,761 "
Escape Plan,Escape Plan,70000000,['Mikael HÃ¥fstrÃ¶m'],"['Miles Chapman', 'Jason Keller']","['Sylvester Stallone', 'Arnold Schwarzenegger', '50 Cent']",6.7,"2013
R
1h 55m",2013,6,6.333333333,22.06445799,"$103,735,965 "
YouÃ¢ÂÂve Got Mail,You've Got Mail,65000000,['Nora Ephron'],"['MiklÃ³s LÃ¡szlÃ³', 'Nora Ephron', 'Delia Ephron']","['Tom Hanks', 'Meg Ryan', 'Greg Kinnear']",6.7,"1998
PG
1h 59m",1998,6.333333333,6,13.7768406,#N/A
Primary Colors,Primary Colors,65000000,['Mike Nichols'],"['Joe Klein', 'Elaine May']","['John Travolta', 'Emma Thompson', 'Kathy Bates']",6.7,"1998
R
2h 23m",1998,6.666666667,5.833333333,14.35460778,"$39,017,984 "
Wyatt Earp,Wyatt Earp,63000000,['Lawrence Kasdan'],"['Dan Gordon', 'Lawrence Kasdan']","['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']",6.7,"1994
PG-13
3h 11m",1994,6,7,11.27184161,"$25,052,000 "
2 Guns,2 Guns,61000000,['Baltasar KormÃ¡kur'],"['Blake Masters', 'Steven Grant']","['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']",6.7,"2013
R
1h 49m",2013,7,6,10.16196662,"$132,493,015 "
A DogÃ¢ÂÂs Way Home,A Dog's Way Home,61000000,['Charles Martin Smith'],"['W. Bruce Cameron', 'Cathryn Michon']","['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos']",6.7,"2019
PG
1h 36m",2019,6,6.666666667,15.43496156,#N/A
The Horse Whisperer,The Horse Whisperer,60000000,['Robert Redford'],"['Nick Evans', 'Eric Roth', 'Richard LaGravenese']","['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']",6.7,"1998
PG-13
2h 49m",1998,6.333333333,7,10.73203975,"$186,883,563 "
Gangster Squad,Gangster Squad,60000000,['Ruben Fleischer'],"['Will Beall', 'Paul Lieberman']","['Sean Penn', 'Ryan Gosling', 'Emma Stone']",6.7,"2013
R
1h 53m",2013,6.333333333,6,16.74840652,"$104,100,903 "
The Soloist,The Soloist,60000000,['Joe Wright'],"['Susannah Grant', 'Steve Lopez']","['Jamie Foxx', 'Robert Downey Jr.', 'Catherine Keener']",6.7,"2009
PG-13
1h 57m",2009,7,6.333333333,7.230448921,"$38,522,450 "
The Legend of Bagger Vance,The Legend of Bagger Vance,60000000,['Robert Redford'],"['Steven Pressfield', 'Jeremy Leven']","['Will Smith', 'Matt Damon', 'Charlize Theron']",6.7,"2000
PG-13
2h 6m",2000,6.333333333,5.75,17.35127824,"$39,235,486 "
Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,60000000,"['Patrick Gilmore', 'Tim Johnson']",['John Logan'],"['Brad Pitt', 'Catherine Zeta-Jones', 'Joseph Fiennes']",6.7,"2003
PG
1h 26m",2003,6,7.333333333,16.08778142,"$80,767,884 "
Just Like Heaven,Just Like Heaven,58000000,['Mark Waters'],"['Peter Tolan', 'Leslie Dixon', 'Marc LÃ©vy']","['Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue']",6.7,"2005
PG-13
1h 35m",2005,6.333333333,6.333333333,13.47712125,"$100,687,083 "
Pocahontas,Pocahontas,55000000,"['Mike Gabriel', 'Eric Goldberg']","['Carl Binder', 'Susannah Grant', 'Philip LaZebnik']","['Mel Gibson', 'Linda Hunt', 'Christian Bale']",6.7,"1995
G
1h 21m",1995,5.75,6.388888889,5.617000341,"$347,100,000 "
City of Angels,City of Angels,55000000,['Brad Silberling'],"['Wim Wenders', 'Peter Handke', 'Richard Reitinger']","['Nicolas Cage', 'Meg Ryan', 'Andre Braugher']",6.7,"1998
PG-13
1h 54m",1998,6,6,14.38039216,"$198,750,909 "
American Reunion,American Reunion,50000000,"['Jon Hurwitz', 'Hayden Schlossberg']","['Jon Hurwitz', 'Hayden Schlossberg', 'Adam Herz']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",6.7,"2012
R
1h 53m",2012,6.666666667,6.333333333,12.13289977,"$236,799,211 "
Unfaithful,Unfaithful,50000000,['Adrian Lyne'],"['Claude Chabrol', 'Alvin Sargent', 'William Broyles Jr.']","['Richard Gere', 'Diane Lane', 'Olivier Martinez']",6.7,"2002
R
2h 4m",2002,6,6.555555556,12.91285815,"$119,114,494 "
Absolute Power,Absolute Power,50000000,['Clint Eastwood'],"['David Baldacci', 'William Goldman']","['Clint Eastwood', 'Gene Hackman', 'Ed Harris']",6.7,"1997
R
2h 1m",1997,8,7,0,"$50,068,310 "
Zombieland: Double Tap,Zombieland: Double Tap,48000000,['Ruben Fleischer'],"['Rhett Reese', 'Paul Wernick', 'Dave Callaham']","['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone']",6.7,"2019
R
1h 39m",2019,6.333333333,7.555555556,12.29600667,"$125,213,018 "
The Bone Collector,The Bone Collector,48000000,['Phillip Noyce'],"['Jeffery Deaver', 'Jeremy Iacone']","['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",6.7,"1999
R
1h 58m",1999,6.666666667,6.25,12.48855072,"$151,463,090 "
The Client,The Client,45000000,['Joel Schumacher'],"['John Grisham', 'Akiva Goldsman', 'Robert Getchell']","['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']",6.7,"1994
PG-13
1h 59m",1994,7,6.777777778,12.5232979,"$117,615,211 "
Underworld: Evolution,Underworld: Evolution,45000000,['Len Wiseman'],"['Danny McBride', 'Len Wiseman', 'Kevin Grevioux']","['Kate Beckinsale', 'Scott Speedman', 'Bill Nighy']",6.7,"2006
R
1h 46m",2006,6.666666667,6.222222222,13.37334082,"$113,417,762 "
The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,45000000,['Garth Jennings'],"['Douglas Adams', 'Karey Kirkpatrick']","['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell']",6.7,"2005
PG
1h 49m",2005,6.666666667,6.166666667,13.23836932,"$102,746,214 "
Hillbilly Elegy,Hillbilly Elegy,45000000,['Ron Howard'],"['J.D. Vance', 'Vanessa Taylor']","['Amy Adams', 'Glenn Close', 'Gabriel Basso']",6.7,"2020
R
1h 56m",2020,8,6.166666667,17.28137244,"$38,852 "
Heaven's Gate,Heaven's Gate,44000000,['Michael Cimino'],['Michael Cimino'],"['Kris Kristofferson', 'Christopher Walken', 'John Hurt']",6.7,"1980
R
3h 39m",1980,7,6.666666667,8.21430064,"$3,484,523 "
The Proposal,The Proposal,40000000,['Anne Fletcher'],['Peter Chiarelli'],"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen']",6.7,"2009
PG-13
1h 48m",2009,6,6,13.06859398,"$314,709,717 "
The Living Daylights,The Living Daylights,40000000,['John Glen'],"['Richard Maibaum', 'Michael G. Wilson', 'Ian Fleming']","['Timothy Dalton', 'Maryam D Abo', 'Jeroen KrabbÃ©']",6.7,"1987
PG
2h 10m",1987,6,6.666666667,3.359266165,"$191,199,996 "
The Other Boleyn Girl,The Other Boleyn Girl,40000000,['Justin Chadwick'],"['Peter Morgan', 'Philippa Gregory']","['Natalie Portman', 'Scarlett Johansson', 'Eric Bana']",6.7,"2008
PG-13
1h 55m",2008,6.333333333,6.666666667,14.78428342,"$78,269,970 "
Sweet November,Sweet November,40000000,['Pat O Connor'],"['Herman Raucher', 'Paul Yurick', 'Kurt Voelker']","['Keanu Reeves', 'Charlize Theron', 'Jason Isaacs']",6.7,"2001
PG-13
1h 59m",2001,6,5.833333333,10.78191327,"$65,754,228 "
Pandorum,Pandorum,40000000,['Christian Alvart'],"['Travis Milloy', 'Christian Alvart']","['Dennis Quaid', 'Ben Foster', 'Cam Gigandet']",6.7,"2009
R
1h 48m",2009,6,6,16.1439629,"$17,033,431 "
Un monstre ÃÂ  Paris,A Monster in Paris,40000000,['Bibo Bergeron'],"['StÃ©phane Kazandjian', 'Bibo Bergeron']","['Matthieu Chedid', 'Vanessa Paradis', 'Gad Elmaleh']",6.7,"2011
PG
1h 30m",2011,6,6,17.40837566,#N/A
The Ninth Gate,The Ninth Gate,38000000,['Roman Polanski'],"['Arturo PÃ©rez-Reverte', 'John Brownjohn', 'Enrique Urbizu']","['Johnny Depp', 'Frank Langella', 'Lena Olin']",6.7,"1999
R
2h 13m",1999,8,6,11.84509804,"$58,394,308 "
Snow Falling on Cedars,Snow Falling on Cedars,36000000,['Scott Hicks'],"['David Guterson', 'Ron Bass', 'Scott Hicks']","['Ethan Hawke', 'Max von Sydow', 'YÃ»ki KudÃ´']",6.7,"1999
PG-13
2h 7m",1999,6.333333333,6.388888889,8.071882007,"$14,378,353 "
Ghosts of Mississippi,Ghosts of Mississippi,36000000,['Rob Reiner'],['Lewis Colick'],"['Alec Baldwin', 'James Woods', 'Whoopi Goldberg']",6.7,"1996
PG-13
2h 10m",1996,8,6,17.67302091,"$13,052,741 "
Lethal Weapon 3,Lethal Weapon 3,35000000,['Richard Donner'],"['Jeffrey Boam', 'Robert Mark Kamen', 'Shane Black']","['Mel Gibson', 'Danny Glover', 'Joe Pesci']",6.7,"1992
R
1h 58m",1992,6.666666667,7,7.572883214,"$319,700,000 "
In Time,In Time,35000000,['Andrew Niccol'],['Andrew Niccol'],"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']",6.7,"2011
PG-13
1h 49m",2011,6.666666667,7.333333333,20.92427929,"$165,103,952 "
From Hell,From Hell,35000000,"['Albert Hughes', 'Allen Hughes']","['Alan Moore', 'Eddie Campbell', 'Terry Hayes']","['Johnny Depp', 'Heather Graham', 'Ian Holm']",6.7,"2001
R
2h 2m",2001,6.666666667,5.944444444,17.32797162,"$68,712,365 "
Blast from the Past,Blast from the Past,35000000,['Hugh Wilson'],"['Bill Kelly', 'Hugh Wilson']","['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken']",6.7,"1999
PG-13
1h 52m",1999,6,5.5,14.09317645,"$26,613,620 "
The Shipping News,The Shipping News,35000000,['Lasse HallstrÃ¶m'],"['Annie Proulx', 'Robert Nelson Jacobs']","['Kevin Spacey', 'Julianne Moore', 'Judi Dench']",6.7,"2001
R
1h 51m",2001,7.333333333,6.416666667,15.54723895,"$24,405,825 "
The Order,The Order,35000000,"['Dennis Heaton', 'Shelley Eriksen']","['Jake Manley', 'Sarah Grey', 'Adam DiMarco']","['Jake Manley', 'Sarah Grey', 'Adam DiMarco']",6.7,"TV Series
2019â2020
TV-MA
1h",2019,6,6,10.9625153,"$11,559,747 "
Ride With the Devil,Ride with the Devil,35000000,['Ang Lee'],"['Daniel Woodrell', 'James Schamus']","['Tobey Maguire', 'Skeet Ulrich', 'Jewel']",6.7,"1999
R
2h 18m",1999,7,6.583333333,18.0709978,"$630,779 "
Goal! The Dream Begins,Goal! The Dream Begins,33000000,"['Danny Cannon', 'Michael Winterbottom']","['Mike Jefferies', 'Adrian Butchart', 'Dick Clement']","['Kuno Becker', 'Alessandro Nivola', 'Anna Friel']",6.7,"2005
PG
1h 58m",2005,5.666666667,6.055555556,15.17083355,"$27,610,873 "
Dodgeball: A True Underdog Story,Dodgeball: A True Underdog Story,30000000,['Rawson Marshall Thurber'],['Rawson Marshall Thurber'],"['Ben Stiller', 'Christine Taylor', 'Vince Vaughn']",6.7,"2004
PG-13
1h 32m",2004,6.333333333,6,13.59048516,"$167,791,704 "
Analyze This,Analyze This,30000000,['Harold Ramis'],"['Kenneth Lonergan', 'Peter Tolan', 'Harold Ramis']","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",6.7,"1999
R
1h 43m",1999,7.333333333,6.777777778,15.09668516,"$176,885,658 "
Atomic Blonde,Atomic Blonde,30000000,['David Leitch'],"['Kurt Johnstad', 'Antony Johnston', 'Sam Hart']","['Charlize Theron', 'James McAvoy', 'John Goodman']",6.7,"2017
R
1h 55m",2017,6.666666667,6.111111111,11.42160393,"$98,345,423 "
Love and Other Drugs,Love & Other Drugs,30000000,['Edward Zwick'],"['Charles Randolph', 'Edward Zwick', 'Marshall Herskovitz']","['Jake Gyllenhaal', 'Anne Hathaway', 'Judy Greer']",6.7,"2010
R
1h 52m",2010,7.333333333,6.555555556,16.58703712,"$102,716,321 "
The New World,The New World,30000000,['Terrence Malick'],['Terrence Malick'],"['Colin Farrell', 'Q'orianka Kilcher', 'Christopher Plummer']",6.7,"2005
PG-13
2h 15m",2005,6.666666667,6.666666667,7.916795985,"$26,184,400 "
CafÃÂ© Society,Polite Society,30000000,['Nida Manzoor'],['Nida Manzoor'],"['Priya Kansara', 'Ritu Arya', 'Renu Brindle']",6.7,"2023
PG-13
1h 44m",2023,6,6,12.40694363,#N/A
Machine Gun Preacher,Machine Gun Preacher,30000000,['Marc Forster'],"['Jason Keller', 'Ian Urbina']","['Gerard Butler', 'Michelle Monaghan', 'Michael Shannon']",6.7,"2011
R
2h 9m",2011,7,6.583333333,16.77815125,"$3,721,988 "
Taking Woodstock,Taking Woodstock,29000000,['Ang Lee'],"['James Schamus', 'Elliot Tiber', 'Tom Monte']","['Demetri Martin', 'Henry Goodman', 'Edward Hibbert']",6.7,"2009
R
2h",2009,7,6.222222222,7.786282813,"$10,066,366 "
For Your Eyes Only,For Your Eyes Only,28000000,['John Glen'],"['Richard Maibaum', 'Michael G. Wilson', 'Ian Fleming']","['Roger Moore', 'Carole Bouquet', 'Topol']",6.7,"1981
PG
2h 7m",1981,6,6.666666667,11.81275645,"$195,300,000 "
"Mystery, Alaska","Mystery, Alaska",28000000,['Jay Roach'],"['David E. Kelley', 'Sean O Byrne']","['Russell Crowe', 'Burt Reynolds', 'Hank Azaria']",6.7,"1999
R
1h 59m",1999,7,5.75,12.55771888,"$8,891,623 "
Return to Oz,Return to Oz,27000000,['Walter Murch'],"['Walter Murch', 'Gill Dennis', 'L. Frank Baum']","['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh']",6.7,"1985
PG
1h 53m",1985,6,6,0,"$10,618,813 "
Martian Child,Martian Child,27000000,['Menno Meyjes'],"['Seth Bass', 'Jonathan Tolins', 'David Gerrold']","['John Cusack', 'Amanda Peet', 'Bobby Coleman']",6.7,"2007
PG
1h 46m",2007,6,6,8.849073438,"$9,352,089 "
The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,26000000,['Woody Allen'],['Woody Allen'],"['Greg Stebner', 'Woody Allen', 'John Tormey']",6.7,"2001
PG-13
1h 43m",2001,7.333333333,7.333333333,2.392696953,"$18,496,522 "
The Grey,The Grey,25000000,['Joe Carnahan'],"['Joe Carnahan', 'Ian Mackenzie Jeffers']","['Liam Neeson', 'Dermot Mulroney', 'Frank Grillo']",6.7,"2011
R
1h 57m",2011,6.333333333,6.166666667,15.21553816,"$81,249,176 "
Nothing To Lose,Nothing to Lose,25000000,['Steve Oedekerk'],['Steve Oedekerk'],"['Martin Lawrence', 'Tim Robbins', 'John C. McGinley']",6.7,"1997
R
1h 38m",1997,6,6,4.414973348,"$64,594,061 "
Don Juan DeMarco,Don Juan DeMarco,25000000,['Jeremy Leven'],"['Lord Byron', 'Jeremy Leven']","['Johnny Depp', 'Marlon Brando', 'Faye Dunaway']",6.7,"1994
PG-13
1h 37m",1994,6,6.5,15.95649499,"$22,032,635 "
The Girl Next Door,The Girl Next Door,25000000,['Luke Greenfield'],"['David Wagner', 'Brent Goldberg', 'Stuart Blumberg']","['Emile Hirsch', 'Nicholas Downs', 'Elisha Cuthbert']",6.7,"2004
R
1h 49m",2004,5.666666667,5.666666667,14.61381538,"$31,635,150 "
Hot Rod,Hot Rod,25000000,['Akiva Schaffer'],['Pam Brady'],"['Andy Samberg', 'Isla Fisher', 'Ian McShane']",6.7,"2007
PG-13
1h 28m",2007,6,6.666666667,15.49677776,"$14,371,564 "
Battle of the Sexes,Battle of the Sexes,25000000,"['Jonathan Dayton', 'Valerie Faris']",['Simon Beaufoy'],"['Emma Stone', 'Steve Carell', 'Andrea Riseborough']",6.7,"2017
PG-13
2h 1m",2017,6.5,7.333333333,16.13169724,"$18,445,379 "
Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,25000000,['Andrew Adamson'],['Andrew Adamson'],"['Erica Linz', 'Igor Zaripov', 'Lutz Halbhubner']",6.7,"2012
PG
1h 31m",2012,6.666666667,6.333333333,4.588450991,"$34,153,101 "
The Hoax,The Hoax,25000000,['Lasse HallstrÃ¶m'],"['William Wheeler', 'Clifford Irving']","['Richard Gere', 'Alfred Molina', 'David Aaron Baker']",6.7,"2006
R
1h 56m",2006,7.333333333,6.166666667,6.647871765,"$7,164,995 "
Me and Orson Welles,Me and Orson Welles,25000000,['Richard Linklater'],"['Robert Kaplow', 'Holly Gent', 'Vincent Palmo Jr.']","['Zac Efron', 'Claire Danes', 'Christian McKay']",6.7,"2008
PG-13
1h 54m",2008,7.666666667,6,13.26677246,"$1,190,003 "
The Whole Nine Yards,The Whole Nine Yards,24000000,['Jonathan Lynn'],['Mitchell Kapner'],"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette']",6.7,"2000
R
1h 38m",2000,6.333333333,5.666666667,12.68124124,"$85,527,867 "
Beyond the Sea,Beyond the Sea,24000000,['Kevin Spacey'],"['Kevin Spacey', 'Lewis Colick']","['Kevin Spacey', 'Kate Bosworth', 'John Goodman']",6.7,"2004
PG-13
1h 58m",2004,6,6,11.76937733,"$8,292,914 "
Final Destination,Final Destination,23000000,['James Wong'],"['Glen Morgan', 'James Wong', 'Jeffrey Reddick']","['Devon Sawa', 'Ali Larter', 'Kerr Smith']",6.7,"2000
R
1h 38m",2000,6,5.555555556,11.20301928,"$112,036,870 "
Marvin's Room,Marvin's Room,23000000,['Jerry Zaks'],['Scott McPherson'],"['Meryl Streep', 'Leonardo DiCaprio', 'Diane Keaton']",6.7,"1996
PG-13
1h 38m",1996,6,6,19.89535624,"$12,803,305 "
Coco avant Chanel,Coco Before Chanel,23000000,['Anne Fontaine'],"['Edmonde Charles-Roux', 'Anne Fontaine', 'Camille Fontaine']","['Audrey Tautou', 'BenoÃ®t Poelvoorde', 'Alessandro Nivola']",6.7,"2009
PG-13
1h 45m",2009,6.333333333,6.111111111,9.113943352,"$50,813,834 "
Summer of Sam,Summer of Sam,22000000,['Spike Lee'],"['Spike Lee', 'Victor Colicchio', 'Michael Imperioli']","['John Leguizamo', 'Adrien Brody', 'Mira Sorvino']",6.7,"1999
R
2h 22m",1999,7.333333333,6.444444444,17.21829387,"$19,288,130 "
Out of the Furnace,Out of the Furnace,22000000,['Scott Cooper'],"['Brad Ingelsby', 'Scott Cooper']","['Christian Bale', 'Casey Affleck', 'Zoe Saldana']",6.7,"2013
R
1h 56m",2013,6.666666667,6.5,17.43654428,"$15,434,375 "
Good Boys,Good Boys,20000000,['Gene Stupnitsky'],"['Lee Eisenberg', 'Gene Stupnitsky']","['Jacob Tremblay', 'Keith L. Williams', 'Brady Noon']",6.7,"2019
R
1h 30m",2019,6,5,10.90848502,"$111,174,248 "
Violent Night,Violent Night,20000000,['Tommy Wirkola'],"['Pat Casey', 'Josh Miller']","['David Harbour', 'John Leguizamo', 'Beverly D Angelo']",6.7,"2022
R
1h 52m",2022,6,6,13,"$76,599,977 "
A Walk in the Clouds,A Walk in the Clouds,20000000,['Alfonso Arau'],"['Robert Mark Kamen', 'Mark Miller', 'Harvey Weitzman']","['Keanu Reeves', 'Aitana SÃ¡nchez-GijÃ³n', 'Anthony Quinn']",6.7,"1995
PG-13
1h 42m",1995,6,6.333333333,4.924279286,"$50,008,143 "
Appaloosa,Appaloosa,20000000,['Ed Harris'],"['Robert Knott', 'Ed Harris', 'Robert B. Parker']","['Ed Harris', 'Viggo Mortensen', 'RenÃ©e Zellweger']",6.7,"2008
R
1h 55m",2008,6.5,6.166666667,0,"$27,911,453 "
Ghost Town,Ghost Town,20000000,['David Koepp'],"['David Koepp', 'John Kamps']","['Ricky Gervais', 'Greg Kinnear', 'TÃ©a Leoni']",6.7,"2008
PG-13
1h 42m",2008,6,6.333333333,3.241546481,"$29,958,228 "
Everyone Says I Love You,Everyone Says I Love You,20000000,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Goldie Hawn', 'Julia Roberts']",6.7,"1996
R
1h 41m",1996,7.333333333,7.333333333,13.64345268,"$34,600,000 "
Death Sentence,Death Sentence,20000000,['James Wan'],"['Ian Mackenzie Jeffers', 'Brian Garfield']","['Kevin Bacon', 'John Goodman', 'Kelly Preston']",6.7,"2007
R
1h 45m",2007,7,6,12.10754913,"$16,907,831 "
Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,20000000,"['Akiva Schaffer', 'Jorma Taccone']","['Andy Samberg', 'Akiva Schaffer', 'Jorma Taccone']","['Andy Samberg', 'Jorma Taccone', 'Akiva Schaffer']",6.7,"2016
R
1h 27m",2016,5.75,6.277777778,13.62191256,"$9,537,120 "
The Brothers Bloom,The Brothers Bloom,20000000,['Rian Johnson'],['Rian Johnson'],"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo']",6.7,"2008
PG-13
1h 54m",2008,7,7,17.24964832,"$5,531,756 "
Suspiria,Suspiria,20000000,['Luca Guadagnino'],"['Dario Argento', 'Daria Nicolodi', 'David Kajganich']","['ChloÃ« Grace Moretz', 'Tilda Swinton', 'Doris Hick']",6.7,"2018
R
2h 32m",2018,6.666666667,6,1.255272505,"$8,075,343 "
Bon Voyage,Bon Voyage,20000000,['Jean-Paul Rappeneau'],"['Jean-Paul Rappeneau', 'Patrick Modiano', 'JÃ©rÃ´me Tonnerre']","['Isabelle Adjani', 'GÃ©rard Depardieu', 'Virginie Ledoyen']",6.7,"2003
PG-13
1h 54m",2003,6.5,6.166666667,5.008600172,"$8,359,720 "
The Fall of the Roman Empire,The Fall of the Roman Empire,19000000,['Anthony Mann'],"['Ben Barzman', 'Basilio Franchina', 'Philip Yordan']","['Sophia Loren', 'Stephen Boyd', 'Alec Guinness']",6.7,"1964
Approved
3h 8m",1964,6.5,6,9.582277956,"$4,750,000 "
The Exorcism of Emily Rose,The Exorcism of Emily Rose,18000000,['Scott Derrickson'],"['Paul Harris Boardman', 'Scott Derrickson']","['Laura Linney', 'Tom Wilkinson', 'Shohreh Aghdashloo']",6.7,"2005
PG-13
1h 59m",2005,6.333333333,5.833333333,15.01969101,"$144,529,078 "
Under the Tuscan Sun,Under the Tuscan Sun,18000000,['Audrey Wells'],"['Frances Mayes', 'Audrey Wells']","['Diane Lane', 'Raoul Bova', 'Sandra Oh']",6.7,"2003
PG-13
1h 53m",2003,6,6.333333333,16.80191797,"$57,490,024 "
Center Stage,Center Stage,18000000,['Nicholas Hytner'],['Carol Heikkinen'],"['Amanda Schull', 'Ethan Stiefel', 'Sascha Radetsky']",6.7,"2000
PG-13
1h 55m",2000,6,6,8.624983003,"$21,361,109 "
Evil Dead,Evil Dead Rise,17000000,['Lee Cronin'],['Lee Cronin'],"['Mirabai Pease', 'Richard Crouchley', 'Anna-Maree Thomas']",6.7,"2023
R
1h 36m",2023,6,6,6.594788981,"$99,010,045 "
Brooklyn's Finest,Brooklyn's Finest,17000000,['Antoine Fuqua'],['Michael C. Martin'],"['Richard Gere', 'Don Cheadle', 'Ethan Hawke']",6.7,"2009
R
2h 12m",2009,7,5,17.07739334,"$39,233,233 "
55 Days at Peking,55 Days at Peking,17000000,"['Nicholas Ray', 'Guy Green', 'Andrew Marton']","['Robert Hamer', 'Philip Yordan', 'Bernard Gordon']","['Charlton Heston', 'Ava Gardner', 'David Niven']",6.7,"1963
Unrated
2h 34m",1963,6.166666667,6,9.283301229,"$10,000,000 "
The Old Man and the Gun,The Old Man & the Gun,15800000,['David Lowery'],"['David Lowery', 'David Grann']","['Robert Redford', 'Casey Affleck', 'Sissy Spacek']",6.7,"2018
PG-13
1h 33m",2018,6,6,8.297191289,"$16,955,673 "
The Yellow Handkerchief,The Yellow Handkerchief,15500000,['Udayan Prasad'],"['Pete Hamill', 'Erin Dignam']","['William Hurt', 'Maria Bello', 'Kristen Stewart']",6.7,"2008
PG-13
1h 42m",2008,6,6,15.48493387,"$318,623 "
Where the Heart Is,Where the Heart Is,15000000,['Matt Williams'],"['Lowell Ganz', 'Babaloo Mandel', 'Billie Letts']","['Natalie Portman', 'James Frain', 'Ashley Judd']",6.7,"2000
PG-13
2h",2000,6,6.111111111,12.34480513,"$40,862,054 "
A Most Wanted Man,A Most Wanted Man,15000000,['Anton Corbijn'],"['Andrew Bovell', 'John le CarrÃ©', 'Stephen Cornwell']","['Philip Seymour Hoffman', 'Rachel McAdams', 'Daniel BrÃ¼hl']",6.7,"2014
R
2h 2m",2014,6.5,6.222222222,8.506667355,"$36,068,890 "
The Company Men,The Company Men,15000000,['John Wells'],['John Wells'],"['Ben Affleck', 'Chris Cooper', 'Tommy Lee Jones']",6.7,"2010
R
1h 44m",2010,6.333333333,6,12.50945791,"$4,569,967 "
Things to Do in Denver when You're Dead,Things to Do in Denver When You're Dead,15000000,['Gary Fleder'],['Scott Rosenberg'],"['Andy Garcia', 'Christopher Walken', 'Christopher Lloyd']",6.7,"1995
R
1h 55m",1995,6,6,15.55801627,"$529,766 "
Buffalo Soldiers,Buffalo Soldiers,15000000,['Gregor Jordan'],"['Robert O Connor', 'Gregor Jordan', 'Eric Weiss']","['Joaquin Phoenix', 'Anna Paquin', 'Ed Harris']",6.7,"2001
R
1h 38m",2001,5,5.833333333,11.00249004,"$1,768,976 "
All the Queen's Men,All the Queen's Men,15000000,['Christian Keyes'],"['Eva Marcille', 'Skyh Black', 'Oshea Russell']","['Eva Marcille', 'Skyh Black', 'Oshea Russell']",6.7,"TV Series
2021â
TV-MA
43m",2021,6,6,11.98227123,"$22,723 "
